Energy Lists,Transmission,Compound μ/ρ,Element μ/ρ: H 2,Element μ/ρ: O 1
0.1,84.30616387487187,0.17071520532741397,0.03300155382907881,0.13771365149833517
0.10030010003334446,84.31952683352371,0.17055671276766596,0.03297599606353239,0.13758071670413358
0.1006002000666889,84.33283954316822,0.17039884116517198,0.032950534357643065,0.13744830680752892
0.10090030010003335,84.34610233992817,0.17024158624479807,0.03292516806542368,0.1373164181793744
0.1012004001333778,84.35931555669579,0.17008494377344918,0.03289989654713606,0.13718504722631314
0.10150050016672224,84.37247952317304,0.16992890955953316,0.0328747191692123,0.13705419039032085
0.10180060020006669,84.38559456591156,0.16977347945243204,0.032849635304177144,0.1369238441482549
0.10210070023341114,84.39866100835182,0.16961864934198242,0.0328246443305717,0.13679400501141073
0.10240080026675559,84.41167917086175,0.16946441515796368,0.032799745632878255,0.1366646695250854
0.10270090030010004,84.42464937077479,0.16931077286959376,0.03277493860144626,0.1365358342681475
0.10300100033344449,84.43757192242732,0.16915771848503336,0.03275022263241942,0.13640749585261394
0.10330110036678894,84.45044713719557,0.16900524805089762,0.032725597127664006,0.1362796509232336
0.10360120040013339,84.46327532353183,0.16885335765177484,0.03270106149469813,0.1361522961570767
0.10390130043347783,84.4760567870004,0.16870204340975342,0.03267661514662219,0.13602542826313122
0.10420140046682227,84.48879183031266,0.1685513014839553,0.03265225750205028,0.13589904398190503
0.10450150050016672,84.50148075336188,0.16840112807007707,0.032627987985042725,0.13577314008503436
0.10480160053351117,84.51412385325729,0.1682515193999376,0.03260380602503963,0.13564771337489798
0.10510170056685562,84.5267214243579,0.1681024717410331,0.03257971105679531,0.1355227606842378
0.10540180060020007,84.53927375830557,0.16795398139609813,0.032555702520313874,0.13539827887578426
0.10570190063354452,84.55178114405767,0.16780604470267418,0.03253177986078562,0.13527426484188856
0.10600200066688897,84.56424386791936,0.16765865803268398,0.03250794252852448,0.1351507155041595
0.10630210070023342,84.57666221357523,0.16751181779201255,0.032484189978906335,0.1350276278131062
0.10660220073357786,84.58903646212063,0.16736552042009442,0.03246052167230829,0.13490499874778614
0.10690230076692231,84.60136689209239,0.16721976238950728,0.03243693707404882,0.13478282531545846
0.10720240080026676,84.61365377949916,0.16707454020557103,0.03241343565432877,0.13466110455124225
0.10750250083361121,84.6258973978514,0.16692985040595365,0.03239001688817329,0.13453983351778037
0.10780260086695566,84.63809801819072,0.16678568956028222,0.032366680255374564,0.13441900930490766
0.10810270090030011,84.65025590911902,0.16664205426975978,0.032343425240435396,0.13429862902932438
0.10840280093364456,84.66237133682705,0.16649894116678837,0.032320251332513664,0.13417868983427472
0.10870290096698901,84.67444456512261,0.16635634691459694,0.03229715802536742,0.13405918888922952
0.10900300100033344,84.68647585545834,0.16621426820687496,0.032274144817301065,0.1339401233895739
0.1093031010336779,84.6984654669592,0.16607270176741135,0.032251211211111956,0.13382149055629938
0.10960320106702234,84.71041365644935,0.16593164434973906,0.032228356714038134,0.13370328763570094
0.1099033011003668,84.72232067847881,0.1657910927367841,0.03220558083770651,0.13358551189907758
0.11020340113371124,84.73418678534979,0.16565104374052003,0.032182883098082,0.13346816064243802
0.11050350116705569,84.74601222714237,0.1655114942016277,0.03216026301541724,0.13335123118621045
0.11080360120040014,84.75779725174023,0.16537244098915926,0.0321377201142031,0.13323472087495616
0.11110370123374459,84.76954210485556,0.16523388100020775,0.03211525392311994,0.1331186270770878
0.11140380126708904,84.78124703005399,0.16509581115958058,0.032092863974989415,0.13300294718459116
0.11170390130043348,84.792912268779,0.16495822841947852,0.03207054980672711,0.13288767861275141
0.11200400133377793,84.80453806037602,0.1648211297591785,0.03204831095929575,0.13277281879988276
0.11230410136712238,84.81612464211608,0.16468451218472174,0.03202614697765912,0.13265836520706262
0.11260420140046683,84.8276722492194,0.16454837272860529,0.03200405741073657,0.13254431531786873
0.11290430143381128,84.83918111487839,0.16441270844947892,0.03198204181135828,0.13243066663812064
0.11320440146715573,84.85065147028043,0.16427751643184568,0.03196009973622096,0.13231741669562472
0.11350450150050018,84.8620835446304,0.1641427937857667,0.03193823074584432,0.1322045630399224
0.11380460153384463,84.87347756517273,0.16400853764657058,0.03191643440452816,0.13209210324204243
0.11410470156718908,84.88483375721333,0.1638747451745663,0.03189471028030987,0.13198003489425641
0.11440480160053351,84.89615234414114,0.1637414135547603,0.03187305794492275,0.13186835560983756
0.11470490163387796,84.90743354744933,0.1636085399965778,0.03185147697375468,0.1317570630228231
0.11500500166722241,84.91867758675629,0.16347612173358753,0.031829966945807586,0.13164615478777994
0.11530510170056686,84.92988467982633,0.16334415602323057,0.03180852744365726,0.13153562857957332
0.11560520173391131,84.94105504259005,0.16321264014655293,0.03178715805341386,0.13142548209313906
0.11590530176725576,84.95218888916447,0.16308157140794155,0.03176585836468287,0.13131571304325867
0.11620540180060021,84.9632864318729,0.16295094713486427,0.03174462797052665,0.13120631916433761
0.11650550183394465,84.97434788126445,0.16282076467761306,0.03172346646742646,0.1310972982101866
0.11680560186728911,84.98537344613344,0.162691021409051,0.031702373455245,0.130988647953806
0.11710570190063355,84.9963633335384,0.16256171472436268,0.03168134853718955,0.13088036618717314
0.117405801933978,85.0073177488209,0.16243284204080755,0.031660391319775445,0.1307724507210321
0.11770590196732245,85.0182368956241,0.16230440079747743,0.031639501412790136,0.13066489938468728
0.1180060020006669,85.02912097591104,0.1621763884550566,0.031618678429257786,0.13055771002579883
0.11830610203401135,85.03997018998272,0.1620488024955854,0.03159792198540419,0.13045088051018122
0.1186062020673558,85.05078473649591,0.16192164042222712,0.03157723170062229,0.13034440872160483
0.11890630210070025,85.06156481248077,0.16179489975903755,0.031556607197438094,0.13023829256159947
0.11920640213404468,85.07231061335816,0.16166857805073842,0.031536048101477046,0.1301325299492614
0.11950650216738914,85.08302233295679,0.16154267286249302,0.03151555404143088,0.13002711882106213
0.11980660220073358,85.09370016353014,0.16141718177968534,0.03149512464902483,0.1299220571306605
0.12010670223407803,85.10434429577316,0.16129210240770187,0.0314747595589854,0.12981734284871646
0.12040680226742248,85.11495491883865,0.16116743237171666,0.031454458409008366,0.12971297396270828
0.12070690230076693,85.12553222035359,0.16104316931647866,0.031434220839727425,0.12960894847675125
0.12100700233411138,85.13607638643519,0.16091931090610245,0.031414046494683066,0.12950526441141938
0.12130710236745583,85.14658760170663,0.16079585482386125,0.031393935020291946,0.1294019198035693
0.12160720240080028,85.15706604931277,0.16067279877198287,0.03137388606581663,0.12929891270616625
0.12190730243414472,85.1675119109356,0.16055014047144844,0.03135389928333572,0.12919624118811274
0.12220740246748917,85.17792536680936,0.16042787766179356,0.03133397432771441,0.12909390333407914
0.12250750250083361,85.18830659573568,0.16030600810091195,0.031314110856575365,0.12899189724433657
0.12280760253417806,85.19865577509836,0.160184529564862,0.031294308530269974,0.12889022103459202
0.12310770256752251,85.20897308087802,0.16006343984767574,0.03127456701185005,0.12878887283582569
0.12340780260086696,85.21925868766664,0.15994273676116993,0.03125488596703983,0.12868785079413012
0.12370790263421141,85.2295127686817,0.15982241813476003,0.03123526506420829,0.12858715307055174
0.12400800266755585,85.23973549578047,0.1597024818152761,0.031215703974341934,0.12848677784093418
0.12430810270090031,85.24992703947373,0.15958292566678178,0.03119620237101782,0.12838672329576398
0.12460820273424475,85.26008756893968,0.15946374757039475,0.03117675993037696,0.12828698764001778
0.1249083027675892,85.27021725203743,0.15934494542411007,0.031157376331098104,0.12818756909301196
0.12520840280093365,85.2803162553204,0.15922651714262545,0.031138051254371777,0.12808846588825368
0.1255085028342781,85.29038474404962,0.15910846065716908,0.031118784383874682,0.12798967627329438
0.12580860286762255,85.30042288220672,0.15899077391532923,0.03109957540574446,0.12789119850958477
0.12610870290096698,85.31043083250688,0.15887345488088628,0.031080424008554673,0.1277930308723316
0.12640880293431145,85.32040875641161,0.15875650153364682,0.031061329883290197,0.12769517165035663
0.12670890296765588,85.33035681414127,0.15863991186927984,0.031042292723322876,0.12759761914595696
0.12700900300100035,85.34027516468751,0.15852368389915483,0.031023312224387443,0.12750037167476738
0.12730910303434478,85.35016396582566,0.15840781565018228,0.031004388084557858,0.12740342756562442
0.12760920306768925,85.3600233741267,0.15829230516465564,0.030985520004223773,0.12730678516043187
0.12790930310103368,85.36985354496932,0.15817715050009573,0.030966707686067418,0.12721044281402832
0.12820940313437812,85.37965463255178,0.1580623497290969,0.03094795083504074,0.12711439889405618
0.12850950316772258,85.38942678990354,0.15794790093917507,0.030929249158342807,0.12701865178083227
0.12880960320106702,85.39917016889686,0.15783380223261748,0.030910602365397437,0.12692319986722003
0.12910970323441148,85.40888492025815,0.15772005172633496,0.03089201016783126,0.1268280415585037
0.12940980326775592,85.41857119357927,0.15760664755171505,0.030873472279451846,0.12673317527226322
0.12970990330110038,85.42822913732866,0.15749358785447787,0.030854988416226265,0.1266385994382516
0.13001000333444482,85.43785889886233,0.15738087079453297,0.030836558296259805,0.12654431249827316
0.13031010336778928,85.44746062443471,0.1572684945458385,0.030818181639775004,0.12645031290606348
0.13061020340113372,85.45703445920942,0.1571564572962619,0.030799858169090914,0.12635659912717098
0.13091030343447818,85.46658054726983,0.15704475724744218,0.0307815876086026,0.12626316963883957
0.13121040346782262,85.47609903162957,0.15693339261465394,0.03076336968476091,0.12617002292989304
0.13151050350116705,85.48559005424285,0.1568223616266733,0.030745204126052493,0.1260771575006208
0.13181060353451152,85.4950537560147,0.15671166252564486,0.03072709066298004,0.12598457186266482
0.13211070356785595,85.50449027681114,0.15660129356695102,0.030709029028042727,0.12589226453890828
0.13241080360120042,85.51389975546904,0.1564912530190822,0.030691018955717003,0.1258002340633652
0.13271090363454485,85.5232823298061,0.15638153916350914,0.03067306018243748,0.12570847898107165
0.13301100366788932,85.53263813663054,0.15627215029455616,0.030655152446578078,0.12561699784797808
0.13331110370123375,85.54196731175075,0.1561630847192767,0.030637295488433514,0.12552578923084318
0.1336112037345782,85.55126998998486,0.1560543407573296,0.03061948905020082,0.12543485170712879
0.13391130376792265,85.56054630517008,0.15594591674085723,0.030601732875961195,0.12534418386489604
0.1342114038012671,85.569796390172,0.15583781101436534,0.030584026711662115,0.12525378430270323
0.13451150383461155,85.5790203768939,0.1557300219346035,0.030566370305099472,0.12516365162950402
0.134811603867956,85.58821839628568,0.15562254787044769,0.030548763405900136,0.12507378446454756
0.13511170390130045,85.59739057835296,0.15551538720278418,0.030531205765504565,0.12498418143727963
0.1354118039346449,85.60653705216586,0.15540853832439466,0.03051369713714971,0.12489484118724495
0.13571190396798932,85.61565794586787,0.15530199963984231,0.030496237275852066,0.12480576236399026
0.13601200400133379,85.62475338668442,0.1551957695653601,0.030478825938390932,0.12471694362696918
0.13631210403467825,85.63382350093156,0.1550898465287397,0.030461462883291865,0.12462838364544782
0.13661220406802269,85.64286841402433,0.1549842289692217,0.030444147870810373,0.12454008109841132
0.13691230410136712,85.65188825048521,0.15487891533738776,0.030426880662915698,0.12445203467447206
0.13721240413471159,85.6608831339524,0.15477390409505307,0.03040966102327488,0.1243642430717782
0.13751250416805602,85.66985318718788,0.15466919371516094,0.030392488717236963,0.12427670499792398
0.13781260420140046,85.67879853208574,0.1545647826816779,0.030375363511817334,0.12418941916986055
0.13811270423474492,85.6877192896799,0.15446066948949047,0.030358285175682374,0.12410238431380809
0.13841280426808938,85.69661558015228,0.1543568526443031,0.030341253479134148,0.12401559916516895
0.13871290430143382,85.7054875228404,0.1542533306625369,0.030324268194095314,0.1239290624684416
0.13901300433477826,85.7143352362453,0.15415010207123003,0.03030732909409426,0.12384277297713578
0.13931310436812272,85.72315883803903,0.15404716540793875,0.030290435954250326,0.12375672945368842
0.13961320440146716,85.73195844507227,0.15394451922064015,0.03027358855125923,0.12367093066938092
0.13991330443481162,85.74073417338185,0.15384216206763537,0.030256786663378672,0.1235853754042567
0.14021340446815606,85.74948613819807,0.15374009251745446,0.03024003007041408,0.12350006244704037
0.14051350450150052,85.75821445395202,0.15363830914876192,0.030223318553704512,0.12341499059505742
0.14081360453484495,85.76691923428282,0.15353681055026383,0.030206651896108758,0.12333015865415507
